443,197,1,4,0
443,461,1,3,0
443,524,1,3,0
443,586,1,5,0
443,622,1,3,0
443,677,1,5,0
443,768,1,5,0
443,790,1,3,0
443,821,1,4,0
443,1067,1,4,0
443,1200,1,4,0
443,1204,1,4,0
443,1352,1,4,0
443,1402,1,5,0
443,1528,1,4,0
443,1563,1,5,0
443,1572,1,4,0
443,1602,1,4,0
443,1606,1,4,0
443,1714,1,2,0
443,6970,1,0,0
443,7221,1,3,0
443,7325,1,3,0
443,7998,1,3,0
443,8001,1,5,1
443,13412,1,3,0
443,14634,1,3,0
443,14804,1,5,0
443,14844,1,2,0
443,15474,1,3,0
443,17217,1,4,0
443,17218,1,4,0
443,17583,1,5,0
443,17585,1,4,0
443,21272,1,3,0
443,22162,1,4,0
443,48874,1,3,0
443,50115,1,0,0
443,84139,1,4,0
443,100372,1,3,0
443,100378,1,3,0
443,100379,1,5,0
443,100384,1,5,0
4011,43,1,5,0
4011,66,1,3,0
4011,128,1,4,0
4011,176,1,4,0
4011,384,1,4,0
4011,407,1,5,0
4011,438,1,3,0
4011,460,1,3,0
4011,536,1,5,0
4011,586,1,2,0
4011,613,1,5,0
4011,692,1,2,0
4011,700,1,2,0
4011,706,1,5,0
4011,739,1,4,0
4011,759,1,2,0
4011,786,1,3,0
4011,797,1,3,0
4011,828,1,5,0
4011,833,1,4,0
4011,846,1,4,0
4011,938,1,5,0
4011,939,1,5,0
4011,941,1,5,0
4011,943,1,5,0
4011,944,1,5,0
4011,993,1,4,0
4011,1000,1,3,0
4011,1003,1,4,0
4011,1007,1,4,0
4011,1008,1,4,0
4011,1044,1,3,0
4011,1116,1,4,0
4011,1117,1,3,0
4011,1200,1,4,0
4011,1211,1,3,0
4011,1226,1,5,0
4011,1313,1,0,0
4011,1387,1,5,0
4011,1524,1,3,0
4011,1525,1,3,0
4011,1526,1,3,0
4011,1555,1,5,0
4011,1574,1,5,0
4011,1614,1,5,0
4011,2586,1,5,0
4011,2588,1,5,0
4011,2589,1,5,0
4011,2590,1,5,0
4011,3640,1,4,0
4011,3679,1,5,0
4011,3680,1,5,0
4011,3681,1,5,0
4011,4468,1,5,0
4011,4469,1,5,0
4011,4477,1,5,0
4011,5545,1,4,0
4011,5770,1,2,0
4011,6466,1,3,0
4011,6956,1,4,0
4011,6960,1,3,0
4011,6970,1,3,0
4011,6973,1,1,0
4011,7178,1,4,0
4011,7180,1,3,0
4011,7225,1,4,0
4011,7230,1,4,0
4011,7341,1,5,0
4011,7897,1,3,0
4011,7943,1,3,0
4011,8378,1,3,0
4011,8386,1,4,0
4011,8391,1,3,0
4011,8395,1,4,0
4011,8396,1,4,0
4011,8397,1,2,0
4011,8401,1,3,0
4011,8403,1,3,0
4011,8405,1,3,0
4011,8410,1,2,0
4011,8411,1,3,0
4011,8430,1,2,0
4011,8433,1,4,0
4011,8435,1,3,0
4011,8450,1,4,0
4011,8462,1,5,0
4011,8600,1,4,0
4011,13316,1,5,0
4011,13317,1,5,0
4011,13319,1,5,0
4011,13320,1,5,0
4011,13321,1,5,0
4011,13322,1,5,0
4011,13330,1,5,0
4011,13452,1,2,0
4011,13506,1,4,0
4011,13508,1,3,0
4011,13510,1,2,0
4011,13563,1,5,0
4011,13567,1,0,0
4011,14846,1,4,0
4011,14847,1,2,0
4011,14870,1,3,0
4011,15091,1,5,0
4011,15142,1,4,0
4011,15356,1,5,0
4011,16305,1,5,0
4011,16307,1,2,0
4011,16318,1,2,0
4011,16899,1,3,0
4011,17187,1,2,0
4011,17188,1,5,0
4011,17217,1,3,0
4011,17618,1,2,0
4011,17628,1,3,0
4011,19554,1,3,0
4011,19558,1,3,0
4011,20735,1,4,0
4011,20977,1,3,0
4011,20978,1,3,0
4011,21456,1,4,0
4011,21929,1,4,0
4011,24173,1,3,0
4011,24178,1,5,0
4011,25642,1,2,0
4011,29207,1,3,0
4011,40183,1,4,0
4011,46805,1,5,0
4011,60404,1,4,0
4011,76001,1,5,0
4011,150374,1,4,0
4011,153768,1,3,0
4011,155917,1,5,0
4011,158873,1,5,0
4011,257996,1,0,0
4011,309953,1,3,0
4011,403713,1,3,0
4011,459456,1,3,0
4011,459457,1,2,0
5050,443,1,5,0
5050,489,1,0,0
5050,856,1,5,0
5050,924,1,4,0
5050,1201,1,5,0
5050,7170,1,5,0
5050,7978,1,4,0
5050,13098,1,5,0
5050,13099,1,5,0
5050,16422,1,5,0
5050,16825,1,5,0
5050,17543,1,5,0
5050,19074,1,5,0
5050,21041,1,5,0
5050,35048,1,5,0
5050,41161,1,5,0
5050,59293,1,0,0
5050,70436,1,0,0
5050,101028,1,5,0
5050,108281,1,0,0
5050,114876,1,0,0
5050,116331,1,5,0
5050,536700,1,5,0
5050,536701,1,5,0
7146,417,1,5,0
7146,446,1,5,0
7146,461,1,3,0
7146,524,1,5,0
7146,536,1,5,0
7146,586,1,0,0
7146,767,1,1,0
7146,786,1,4,0
7146,821,1,3,0
7146,858,1,4,0
7146,924,1,5,0
7146,943,1,4,0
7146,993,1,4,0
7146,996,1,0,0
7146,1000,1,3,0
7146,1004,1,3,0
7146,1070,1,4,0
7146,1233,1,3,0
7146,1312,1,4,0
7146,1313,1,5,0
7146,1386,1,5,0
7146,1387,1,5,0
7146,1473,1,4,0
7146,1521,1,4,0
7146,1525,1,3,0
7146,1526,1,3,0
7146,1528,1,0,0
7146,1572,1,4,0
7146,1604,1,5,0
7146,1605,1,5,0
7146,1621,1,4,0
7146,1627,1,0,0
7146,1628,1,4,0
7146,2034,1,4,0
7146,5863,1,5,0
7146,5864,1,5,0
7146,5865,1,4,0
7146,5866,1,5,0
7146,5867,1,4,0
7146,5868,1,5,0
7146,6182,1,5,0
7146,6183,1,5,0
7146,6184,1,5,0
7146,6185,1,4,0
7146,6186,1,4,0
7146,6204,1,4,0
7146,6205,1,4,0
7146,6839,1,3,0
7146,6840,1,4,0
7146,7221,1,5,0
7146,7242,1,4,0
7146,7300,1,0,0
7146,7457,1,4,0
7146,8039,1,2,0
7146,8041,1,4,0
7146,8042,1,5,0
7146,8043,1,5,0
7146,12710,1,3,0
7146,13544,1,4,0
7146,14661,1,4,0
7146,14792,1,0,0
7146,14849,1,4,0
7146,16144,1,4,0
7146,16280,1,3,0
7146,16545,1,3,0
7146,18288,1,3,0
7146,18294,1,4,0
7146,20906,1,3,0
7146,21509,1,3,0
7146,21926,1,4,0
7146,25336,1,4,0
7146,25346,1,0,0
7146,26367,1,3,0
7146,37303,1,3,0
7146,39110,1,0,0
7146,47171,1,3,0
7146,51259,1,4,0
7146,52929,1,4,0
7146,67057,1,3,0
7146,67496,1,4,0
7146,68935,1,0,0
7146,77326,1,0,0
7146,82470,1,3,0
7146,87928,1,0,0
7146,89794,1,0,0
7146,130592,1,4,0
7146,130593,1,3,0
7146,137633,1,4,0
7146,185991,1,3,0
7146,202700,1,4,0
7146,348305,1,4,0
7146,406842,1,3,0
7146,421742,1,0,0
7146,511903,1,5,0
7330,298,1,4,0
7330,417,1,3,0
7330,461,1,4,0
7330,821,1,4,0
7330,862,1,4,0
7330,898,1,4,0
7330,944,1,0,0
7330,1002,1,5,0
7330,1210,1,4,0
7330,1352,1,0,0
7330,1572,1,3,0
7330,7169,1,4,0
7330,7170,1,0,0
7330,7300,1,0,0
7330,8437,1,4,0
7330,13008,1,5,0
7330,13412,1,5,0
7330,17131,1,5,0
7330,21015,1,3,0
7330,22162,1,4,0
7330,159446,1,4,0
7330,159459,1,4,0
7330,187752,1,3,0
7330,279220,1,4,0
7330,324224,1,0,0
7330,386033,1,3,0
7330,424434,1,3,0
7330,468666,1,0,0
7330,650751,1,0,0
7330,650752,1,4,0
7330,650753,1,1,0
7330,650756,1,4,0
12625,290,1,4,0
12625,443,1,3,0
12625,536,1,5,0
12625,547,1,5,0
12625,586,1,3,0
12625,613,1,0,0
12625,706,1,5,0
12625,772,1,0,0
12625,846,1,5,0
12625,938,1,5,0
12625,941,1,4,0
12625,943,1,5,0
12625,944,1,0,0
12625,995,1,2,0
12625,998,1,5,0
12625,1000,1,5,0
12625,1044,1,5,0
12625,1067,1,4,0
12625,1313,1,5,0
12625,1386,1,5,0
12625,1387,1,5,0
12625,1473,1,4,0
12625,1524,1,4,0
12625,1525,1,5,0
12625,1526,1,5,0
12625,1537,1,4,0
12625,1590,1,5,0
12625,1591,1,5,0
12625,1594,1,3,0
12625,1603,1,5,0
12625,1604,1,5,0
12625,1611,1,5,0
12625,1688,1,5,1
12625,2287,1,3,1
12625,2360,1,3,0
12625,2361,1,3,0
12625,2402,1,5,0
12625,2403,1,4,0
12625,2512,1,5,1
12625,2513,1,5,1
12625,2787,1,4,0
12625,3042,1,5,1
12625,4477,1,4,0
12625,5034,1,4,0
12625,5140,1,5,0
12625,5141,1,5,0
12625,5191,1,5,0
12625,5192,1,5,0
12625,5467,1,3,0
12625,5590,1,5,0
12625,5771,1,5,0
12625,6008,1,4,1
12625,6130,1,5,0
12625,6131,1,4,0
12625,6132,1,5,0
12625,6448,1,3,0
12625,6544,1,4,0
12625,6545,1,3,0
12625,6546,1,5,0
12625,6547,1,5,0
12625,6548,1,5,0
12625,6617,1,5,0
12625,6618,1,5,0
12625,6619,1,5,0
12625,6620,1,4,0
12625,6792,1,5,0
12625,6801,1,5,0
12625,6802,1,5,0
12625,6803,1,4,0
12625,6805,1,5,0
12625,6917,1,4,0
12625,6989,1,5,0
12625,7008,1,5,0
12625,7048,1,5,0
12625,7049,1,5,0
12625,7050,1,4,0
12625,7051,1,4,0
12625,7057,1,5,0
12625,7220,1,5,0
12625,7237,1,4,0
12625,7452,1,5,0
12625,7460,1,4,1
12625,7464,1,5,0
12625,7469,1,4,0
12625,7473,1,5,0
12625,7476,1,5,0
12625,7483,1,5,0
12625,7499,1,3,0
12625,7503,1,5,0
12625,7517,1,5,0
12625,8000,1,5,0
12625,8101,1,5,0
12625,8880,1,4,1
12625,9229,1,2,0
12625,9757,1,5,1
12625,10023,1,5,0
12625,10024,1,5,0
12625,10091,1,3,0
12625,10538,1,3,0
12625,11820,1,3,0
12625,12272,1,2,1
12625,12485,1,3,0
12625,12486,1,4,0
12625,12487,1,5,0
12625,12527,1,4,0
12625,12681,1,5,0
12625,13353,1,3,0
12625,13546,1,0,0
12625,13547,1,0,0
12625,14677,1,3,0
12625,14747,1,4,0
12625,14839,1,5,0
12625,14848,1,5,0
12625,14859,1,3,0
12625,15759,1,4,0
12625,16280,1,5,0
12625,18606,1,4,0
12625,18650,1,3,0
12625,18796,1,5,0
12625,18797,1,4,0
12625,19316,1,5,0
12625,19317,1,5,0
12625,19318,1,5,0
12625,19320,1,5,1
12625,19321,1,5,0
12625,19322,1,4,0
12625,19323,1,3,0
12625,19324,1,5,0
12625,19326,1,4,0
12625,19341,1,5,1
12625,19489,1,4,0
12625,19560,1,5,0
12625,20897,1,5,0
12625,20979,1,4,0
12625,21897,1,3,0
12625,22457,1,5,0
12625,22972,1,4,0
12625,23032,1,4,0
12625,23407,1,3,0
12625,23606,1,3,0
12625,23815,1,0,0
12625,23817,1,4,1
12625,24523,1,4,1
12625,25464,1,4,0
12625,26128,1,5,1
12625,28520,1,4,0
12625,29063,1,3,0
12625,29855,1,5,0
12625,33156,1,3,1
12625,38171,1,3,0
12625,48081,1,4,1
12625,48651,1,5,0
12625,50544,1,5,0
12625,56914,1,5,0
12625,57762,1,3,0
12625,67211,1,4,0
12625,68903,1,3,0
12625,77775,1,4,0
12625,77790,1,5,1
12625,77794,1,5,0
12625,77795,1,4,0
12625,89739,1,4,0
12625,90767,1,2,0
12625,92341,1,4,0
12625,103361,1,4,1
12625,108695,1,4,0
12625,112139,1,4,0
12625,112174,1,3,0
12625,132766,1,0,0
12625,136127,1,5,0
12625,146974,1,4,0
12625,150786,1,3,1
12625,161806,1,5,1
12625,173238,1,0,0
12625,175774,1,5,0
12625,181443,1,5,0
12625,181444,1,5,1
12625,181445,1,4,1
12625,216181,1,3,0
12625,250696,1,5,0
12625,251661,1,4,0
12625,267327,1,4,1
12625,303712,1,5,1
12625,318714,1,2,0
12625,318829,1,4,1
12625,365706,1,5,0
12625,365708,1,4,0
12625,365740,1,4,0
12625,365745,1,5,0
12625,365747,1,4,0
12625,365753,1,0,0
12625,388114,1,3,0
12625,398719,1,4,0
12625,410668,1,5,0
12625,410675,1,2,0
12625,410682,1,3,0
12625,410692,1,5,0
12625,410707,1,3,0
12625,410713,1,4,0
12625,410719,1,5,1
12625,410730,1,4,1
12625,410768,1,5,0
12625,410901,1,5,0
12625,411035,1,4,0
12625,431877,1,4,0
12625,431883,1,4,1
12625,431898,1,4,1
12625,431934,1,5,0
12625,431944,1,4,1
12625,431952,1,3,0
12625,431972,1,4,0
12625,450567,1,5,1
12625,450595,1,4,0
12625,450665,1,4,0
12625,450676,1,4,0
12625,451376,1,5,0
12625,505897,1,4,0
12625,505899,1,5,1
12625,505902,1,4,0
12625,505903,1,3,0
12625,505912,1,2,1
12625,505924,1,5,0
12625,505927,1,4,0
12625,505932,1,5,1
12625,505948,1,5,0
12625,505972,1,4,0
12625,505988,1,3,0
12625,506044,1,0,0
12625,506048,1,4,0
12625,506049,1,5,0
12625,510542,1,4,1
12625,520608,1,4,0
12625,526428,1,0,0
12625,542969,1,4,0
12625,601003,1,3,0
12625,601014,1,3,0
12625,602376,1,4,0
12625,616199,1,4,1
12625,626361,1,5,0
12625,731776,1,5,0
12625,731831,1,5,0
12625,731898,1,5,1
12625,731913,1,1,0
12625,736028,1,4,1
12625,737879,1,4,0
12625,737893,1,3,0
12625,740756,1,5,1
12625,754564,1,5,1
12625,758293,1,4,0
12625,770477,1,5,1
12625,841572,1,0,0
12625,841573,1,0,0
12625,841574,1,2,0
12625,841575,1,3,0
12625,841576,1,4,0
12625,841577,1,3,0
12625,841578,1,2,0
12625,841579,1,3,0
12625,841580,1,3,0
12625,841581,1,4,0
12625,841583,1,3,1
12625,841584,1,2,0
12625,841585,1,3,0
12625,841586,1,3,0
12625,841587,1,5,1
12625,841588,1,4,1
12625,841589,1,4,1
12625,841591,1,2,0
12625,841592,1,4,1
12625,841593,1,0,0
12625,841594,1,4,1
12625,841595,1,3,0
12625,841596,1,3,0
12625,841598,1,3,1
12625,841599,1,4,0
12625,841600,1,3,0
12625,841601,1,3,0
12625,841602,1,4,0
12625,841603,1,4,0
12625,841604,1,3,0
12625,841605,1,4,0
12625,841606,1,4,0
13527,138,1,4,0
13527,232,1,3,0
